PARTICIPANT_ID,TEST_SECTION_ID,SENTENCE,USER_INPUT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,19,710234648,710234736,I,73
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,20,710234856,710234936,N,78
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,21,710234952,710235032,G,71
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,22,710235056,710235136, ,32
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,23,710236280,710236424,F,70
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,24,710236360,710236528,R,82
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,25,710236624,710236728,O,79
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,26,710237009,710237088,G,71
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,27,710237072,710237168,S,83
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,28,710237208,710237288, ,32
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,29,710237632,710237752,C,67
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,30,710237696,710237832,A,65
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,31,710237816,710237872,N,78
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,32,710237952,710238032, ,32
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,33,710239184,710239288,L,76
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,34,710239264,710239384,E,69
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,35,710239608,710239728,V,86
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,36,710239648,710239808,E,69
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,37,710239832,710239928,L,76
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,38,710240009,710240112, ,32
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,39,710240288,710240368,S,83
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,40,710240392,710240472,I,73
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,41,710240536,710240656,X,88
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,42,710240712,710240832, ,32
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,43,710242368,710242424,P,80
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,44,710242568,710242648,I,73
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,45,710242848,710242952,Q,81
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,46,710242928,710243009,U,85
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,47,710243088,710243192,E,69
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,48,710243272,710243352,D,68
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,49,710243376,710243456, ,32
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,50,710244384,710244480,G,71
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,51,710244584,710244664,Y,89
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,52,710245104,710245208,M,77
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,53,710245288,710245384,N,78
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,54,710245672,710245792,A,65
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,55,710247136,710247264,S,83
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,56,710247721,710247808,T,84
17616325218101627016,3,How razorback jumping frogs can level six piqued gymnasts,How razorback jumping frogs can level six piqued gymnasts,57,710247984,710248088,S,83
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,1,710249560,710249696,C,67
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,2,710250064,710250144,R,82
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,3,710250104,710250224,A,65
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,4,710250320,710250440,Z,90
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,5,710250464,710250520,Y,89
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,6,710250648,710250744, ,32
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,7,710250984,710251064,F,70
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,8,710251168,710251248,R,82
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,9,710251272,710251368,E,69
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,10,710251648,710251776,D,68
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,11,710252072,710252176,R,82
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,12,710252216,710252296,I,73
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,13,710252320,710252440,C,67
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,14,710252456,710252536,K,75
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,15,710253160,710253224, ,32
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,16,710253784,710253864,B,66
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,17,710254248,710254328,O,79
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,18,710254432,710254528,U,85
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,19,710254872,710254952,G,71
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,20,710255056,710255136,H,72
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,21,710255160,710255240,T,84
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,22,710255280,710255336, ,32
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,23,710256144,710256224,M,77
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,24,710256200,710256304,A,65
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,25,710256328,710256384,N,78
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,26,710256504,710256584,Y,89
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,27,710256704,710256808, ,32
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,28,710256928,710256992,V,86
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,29,710257009,710257088,E,69
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,30,710257232,710257312,R,82
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,31,710257328,710257392,Y,89
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,32,710257512,710257592, ,32
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,33,710258800,710258904,E,69
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,34,710259120,710259248,X,88
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,35,710259528,710259624,Q,81
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,36,710261416,710261520,U,85
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,37,710262304,710262408,I,73
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,38,710263088,710263193,S,83
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,39,710263216,710263312,I,73
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,40,710263432,710263536,T,84
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,41,710263552,710263616,E,69
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,42,710263672,710263760, ,32
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,43,710264784,710264864,O,79
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,44,710264944,710265024,P,80
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,45,710265064,710265184,A,65
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,46,710265208,710265288,L,76
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,47,710265408,710265528, ,32
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,48,710265952,710266017,J,74
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,49,710266033,710266152,E,69
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,50,710266432,710266616,W,87
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,51,710266512,710266656,E,69
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,52,710266760,710266841,L,76
17616325218101627016,4,Crazy Fredrick bought many very exquisite opal jewels,Crazy Fredrick bought many very exquisite opal jewels,53,710266880,710266920,S,83
